"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000125355.16","ENSG00000125355.16","TMEM255A","protein_coding",-1.37360478335672,1.2340978146377,-11.2109146725803,7.71913005350876e-28,8.55871075738065e-26,52.359530690668
"ENSG00000165152.9","ENSG00000165152.9","PGAP4","protein_coding",-1.19937044701929,1.1756235067669,-11.2067642177453,8.05450006034152e-28,8.87294119550525e-26,52.3124207738883
"ENSG00000184005.11","ENSG00000184005.11","ST6GALNAC3","protein_coding",-1.06175744044636,1.32073650186152,-11.2004358159603,8.59390477365891e-28,9.40646948783499e-26,52.2496825379427
"ENSG00000241399.7","ENSG00000241399.7","CD302","protein_coding",-1.15460266889705,1.89657249179523,-11.1964877970312,8.94843103947046e-28,9.73213121012472e-26,52.2170472484979
"ENSG00000154065.17","ENSG00000154065.17","ANKRD29","protein_coding",-1.46438311376852,1.91428590444174,-11.1804595634042,1.05431813142944e-27,1.13939760089605e-25,52.0515740625704
"ENSG00000079102.16","ENSG00000079102.16","RUNX1T1","protein_coding",-1.17988725073859,2.49557039479653,-11.1797180912054,1.06234257406964e-27,1.14084902215341e-25,52.0311157164774
"ENSG00000181722.17","ENSG00000181722.17","ZBTB20","protein_coding",-1.33191164246504,2.27576783344448,-11.1639355955691,1.24828549556227e-27,1.33215467729536e-25,51.8743157133087
"ENSG00000146374.14","ENSG00000146374.14","RSPO3","protein_coding",-1.47669779185708,1.29829496061332,-11.1614766280559,1.28003170113604e-27,1.35754914887565e-25,51.8645344742213
"ENSG00000164879.7","ENSG00000164879.7","CA3","protein_coding",-2.18316960062426,-0.209948735449758,-11.1578241805067,1.32867169537893e-27,1.40043637028366e-25,51.7975917079029
"ENSG00000128918.15","ENSG00000128918.15","ALDH1A2","protein_coding",-1.67210211552551,0.938120119954606,-11.1490585232401,1.45302173492817e-27,1.51282598316455e-25,51.736634489883
"ENSG00000183010.17","ENSG00000183010.17","PYCR1","protein_coding",1.36467570555015,5.78962243288822,11.1521826700589,1.40743031416309e-27,1.47434801314937e-25,51.6814166039951
"ENSG00000153253.19","ENSG00000153253.19","SCN3A","protein_coding",-2.01521919289634,-0.935935218927046,-11.1455280568977,1.50630965568244e-27,1.55880226489562e-25,51.615762347415
"ENSG00000154240.17","ENSG00000154240.17","CEP112","protein_coding",-0.930096360253666,2.47336651814747,-11.1317359703896,1.73373897648337e-27,1.76211863234843e-25,51.5566649489159
"ENSG00000115306.16","ENSG00000115306.16","SPTBN1","protein_coding",-0.932612297124017,8.28455483858735,-11.1398927930003,1.59541527452097e-27,1.63124046781111e-25,51.5211045699071
"ENSG00000148541.13","ENSG00000148541.13","FAM13C","protein_coding",-1.35336413158208,0.836554435757062,-11.1251778646913,1.85353525676039e-27,1.87272866918247e-25,51.4866116532555
"ENSG00000181778.5","ENSG00000181778.5","TMEM252","protein_coding",-1.94201497845121,-3.92668968866482,-11.1416908262119,1.56643026941124e-27,1.61125282230102e-25,51.3095710479239
"ENSG00000171408.14","ENSG00000171408.14","PDE7B","protein_coding",-1.04572058332355,1.56061117004395,-11.0986065874549,2.42900523001593e-27,2.41135257572802e-25,51.2334553468089
"ENSG00000151914.20","ENSG00000151914.20","DST","protein_coding",-1.43383985124638,7.59040272214285,-11.111824047146,2.12346002225652e-27,2.13282822823706e-25,51.2330653209951
"ENSG00000127329.16","ENSG00000127329.16","PTPRB","protein_coding",-1.1070731413394,4.49192193506631,-11.1019319250414,2.34825342271443e-27,2.34482030367538e-25,51.1372428356005
"ENSG00000120156.22","ENSG00000120156.22","TEK","protein_coding",-1.0736645106024,3.60647678649705,-11.0898921779664,2.65394176414521e-27,2.61942518050749e-25,51.0661714525597
"ENSG00000135424.18","ENSG00000135424.18","ITGA7","protein_coding",-1.48378326754691,3.626485801757,-11.0754041297195,3.07456649954424e-27,3.01713925170793e-25,50.9027757647149
"ENSG00000092607.15","ENSG00000092607.15","TBX15","protein_coding",-1.09961776799712,2.67057850182528,-11.0466537937933,4.11504631603256e-27,4.01510947692891e-25,50.689658503074
"ENSG00000154188.10","ENSG00000154188.10","ANGPT1","protein_coding",-1.40230518543059,1.80084561140937,-11.0364831924067,4.56135316535928e-27,4.42529007377896e-25,50.6113290750751
"ENSG00000127955.17","ENSG00000127955.17","GNAI1","protein_coding",-1.16089523290802,3.69661773648206,-11.032486978204,4.74958362087154e-27,4.5561314790102e-25,50.482094820467
"ENSG00000169282.18","ENSG00000169282.18","KCNAB1","protein_coding",-1.01199570307204,2.02027799713465,-11.0199958297646,5.38910211453142e-27,5.08391815500685e-25,50.4489275394852
"ENSG00000132840.10","ENSG00000132840.10","BHMT2","protein_coding",-1.46302997908549,1.84881278796084,-11.0132926602901,5.76681469948204e-27,5.41034950514593e-25,50.3781703291492
"ENSG00000147251.15","ENSG00000147251.15","DOCK11","protein_coding",-1.13109082245168,4.22503048340432,-11.0213906718953,5.31364788615802e-27,5.04058542534156e-25,50.340787250416
"ENSG00000168309.18","ENSG00000168309.18","FAM107A","protein_coding",-1.74212724485854,2.35442952102318,-11.012486387898,5.81398197589056e-27,5.42479465783231e-25,50.3399882589355
"ENSG00000179796.12","ENSG00000179796.12","LRRC3B","protein_coding",-2.23914303368855,-3.28035991887702,-11.0331658197456,4.71707355737169e-27,4.55051022554359e-25,50.3243450590287
"ENSG00000154330.13","ENSG00000154330.13","PGM5","protein_coding",-1.50345640581675,2.4937512845532,-11.0056712811233,6.22827855082891e-27,5.77977479648933e-25,50.2748868195265
"ENSG00000083067.23","ENSG00000083067.23","TRPM3","protein_coding",-1.67029318930497,-2.52513518018829,-11.0251394095899,5.11601681701088e-27,4.88022274583579e-25,50.2719035511078
"ENSG00000170153.11","ENSG00000170153.11","RNF150","protein_coding",-1.43473906470459,3.22565787062731,-10.9864172045992,7.56389058802559e-27,6.98126658327226e-25,50.038496910752
"ENSG00000244734.4","ENSG00000244734.4","HBB","protein_coding",-1.9172403071645,2.25748614875871,-10.9773403087599,8.28861001389892e-27,7.60903311759807e-25,49.9886209004788
"ENSG00000166046.11","ENSG00000166046.11","TCP11L2","protein_coding",-0.895087806715062,2.84647504748155,-10.9642673188988,9.45508933186535e-27,8.54209790167201e-25,49.8669753965655
"ENSG00000164035.10","ENSG00000164035.10","EMCN","protein_coding",-1.10768192774815,3.99466349538842,-10.9651168506244,9.3745683165148e-27,8.51440180874948e-25,49.7944669760788
"ENSG00000115504.15","ENSG00000115504.15","EHBP1","protein_coding",-0.70182977650757,5.06578988640823,-10.9679976776504,9.10655007915517e-27,8.31520548671522e-25,49.7859466589434
"ENSG00000187134.14","ENSG00000187134.14","AKR1C1","protein_coding",-1.91232741149797,2.09273307849299,-10.9538898022739,1.04959060265516e-26,9.38312017818685e-25,49.7633709028817
"ENSG00000198932.13","ENSG00000198932.13","GPRASP1","protein_coding",-1.10997964885967,2.67759100205409,-10.9530711372301,1.05826975961673e-26,9.4114354924248e-25,49.7580070809167
"ENSG00000187699.10","ENSG00000187699.10","C2orf88","protein_coding",-1.44788040428043,1.3314083617771,-10.9414771585562,1.18911311963237e-26,1.05202624444159e-24,49.6724699404391
"ENSG00000171819.5","ENSG00000171819.5","ANGPTL7","protein_coding",-2.74007188561883,-2.82101688817878,-10.9564661340331,1.02273581157218e-26,9.19116525399734e-25,49.6444915453654
"ENSG00000053438.11","ENSG00000053438.11","NNAT","protein_coding",-1.73237384388519,0.12057074210041,-10.9304823436093,1.32798658277387e-26,1.16283953337763e-24,49.5382776935077
"ENSG00000108924.14","ENSG00000108924.14","HLF","protein_coding",-1.68272625929451,2.49538816046808,-10.9281917681438,1.3588846781002e-26,1.18308192669011e-24,49.497062847894
"ENSG00000266524.3","ENSG00000266524.3","GDF10","protein_coding",-2.22526336723612,-0.65528804826631,-10.9277473786192,1.36496128584451e-26,1.18308192669011e-24,49.4905184190552
"ENSG00000187800.13","ENSG00000187800.13","PEAR1","protein_coding",-1.0558128488906,2.85314633762425,-10.9263391849423,1.38439573211209e-26,1.19386652150576e-24,49.485815081462
"ENSG00000163513.19","ENSG00000163513.19","TGFBR2","protein_coding",-1.20906862534884,6.71755593794902,-10.9343099206128,1.27790430357407e-26,1.12475340121274e-24,49.4398812589767
"ENSG00000079462.8","ENSG00000079462.8","PAFAH1B3","protein_coding",1.35051799536633,5.17830506383658,10.9075576274077,1.67143460425813e-26,1.42698729338538e-24,49.2779925276459
"ENSG00000165092.13","ENSG00000165092.13","ALDH1A1","protein_coding",-1.41121872126318,4.32240020541586,-10.9127729045149,1.58627472193237e-26,1.36108748125604e-24,49.2472459924678
"ENSG00000112782.19","ENSG00000112782.19","CLIC5","protein_coding",-1.18385972724702,2.49734842513452,-10.8907702110283,1.97758020458747e-26,1.67164267293718e-24,49.1470423236915
"ENSG00000122591.12","ENSG00000122591.12","FAM126A","protein_coding",-1.11491943891089,4.08464058295464,-10.8933565581196,1.92702086838004e-26,1.63700902127309e-24,49.0756409453385
"ENSG00000162616.9","ENSG00000162616.9","DNAJB4","protein_coding",-0.768107921876541,4.32162418478259,-10.8859410649188,2.07553310039156e-26,1.74579939355596e-24,49.0032133176004
"ENSG00000104888.10","ENSG00000104888.10","SLC17A7","protein_coding",-1.51672288034409,-0.51589684330506,-10.8748208138247,2.31978801215985e-26,1.94168530919752e-24,48.9435021444741
"ENSG00000177363.5","ENSG00000177363.5","LRRN4CL","protein_coding",-1.71557706096426,0.772967799231398,-10.8523596211176,2.90350635121081e-26,2.40666849256915e-24,48.791184673057
"ENSG00000171115.4","ENSG00000171115.4","GIMAP8","protein_coding",-0.977261524365618,3.72733781293556,-10.8606178577356,2.67364398397888e-26,2.22694980616777e-24,48.7807748324378
"ENSG00000109906.14","ENSG00000109906.14","ZBTB16","protein_coding",-2.11679435401446,2.60480537433146,-10.8308088353831,3.59992278968743e-26,2.95522507855351e-24,48.5089142999427
"ENSG00000175130.7","ENSG00000175130.7","MARCKSL1","protein_coding",0.940175936037544,8.37892295193443,10.8376887064672,3.36125868992661e-26,2.77263247007231e-24,48.4816113098418
"ENSG00000151632.17","ENSG00000151632.17","AKR1C2","protein_coding",-2.12509256019013,2.07100663270499,-10.8175890400911,4.1067156529106e-26,3.33915094159279e-24,48.4095677250491
"ENSG00000163378.14","ENSG00000163378.14","EOGT","protein_coding",-0.733189285270897,4.49853505351999,-10.8259468085172,3.7786574723257e-26,3.08710891578762e-24,48.4029798614578
"ENSG00000206384.10","ENSG00000206384.10","COL6A6","protein_coding",-1.85575354831826,0.81920053792259,-10.8116415537559,4.35723206794825e-26,3.50942158302908e-24,48.3947830691169
"ENSG00000114166.8","ENSG00000114166.8","KAT2B","protein_coding",-0.830989251388505,4.10551967699898,-10.8150393400608,4.21231231799259e-26,3.4087788070959e-24,48.3134219223846
"ENSG00000162367.11","ENSG00000162367.11","TAL1","protein_coding",-1.06103247546524,1.35142115892158,-10.8017380333825,4.80846711592807e-26,3.85467492978741e-24,48.2963442219343
"ENSG00000164946.20","ENSG00000164946.20","FREM1","protein_coding",-1.76131458269169,1.28252802906412,-10.7953221239013,5.12524565613936e-26,4.07039858505021e-24,48.2342593211636
"ENSG00000133317.16","ENSG00000133317.16","LGALS12","protein_coding",-2.40906632031804,0.000286259922601739,-10.7719326775667,6.46565382265145e-26,5.111159213971e-24,48.0006768465032
"ENSG00000162062.15","ENSG00000162062.15","TEDC2","protein_coding",1.57196194703835,2.4587945009022,10.7534476711175,7.76654460782968e-26,6.05542233692656e-24,47.7883342258377
"ENSG00000169760.17","ENSG00000169760.17","NLGN1","protein_coding",-2.13877987901197,-1.48176033541849,-10.7589079884536,7.35735404030885e-26,5.78925438886053e-24,47.7864708786153
"ENSG00000183695.3","ENSG00000183695.3","MRGPRX2","protein_coding",-1.69285803029332,-5.40018201705316,-10.79800494082,4.99034044091457e-26,3.98177864619702e-24,47.782601957751
"ENSG00000180914.10","ENSG00000180914.10","OXTR","protein_coding",-1.84529916445866,3.03355324804917,-10.757184702435,7.48412952413341e-26,5.86199594608156e-24,47.7732049006097
"ENSG00000173208.4","ENSG00000173208.4","ABCD2","protein_coding",-1.80207550500589,0.112964223576543,-10.7463177785509,8.3350235236401e-26,6.41083453451147e-24,47.7397942064628
"ENSG00000181234.9","ENSG00000181234.9","TMEM132C","protein_coding",-2.75372758830321,-0.364683652092667,-10.7449814871294,8.44607393854148e-26,6.46711715249308e-24,47.7362206503894
"ENSG00000138738.11","ENSG00000138738.11","PRDM5","protein_coding",-0.970793078155739,1.84164620904558,-10.7380055042271,9.05008395811197e-26,6.83761874268858e-24,47.6758854429625
"ENSG00000163827.13","ENSG00000163827.13","LRRC2","protein_coding",-1.60998300559776,-0.816567446892184,-10.7430162210516,8.61206710136793e-26,6.56477882838649e-24,47.6481067078529
"ENSG00000183722.9","ENSG00000183722.9","LHFPL6","protein_coding",-1.06994238332053,5.18839073724755,-10.7512815981023,7.93505449224434e-26,6.14038473519379e-24,47.6354022802574
"ENSG00000135218.19","ENSG00000135218.19","CD36","protein_coding",-2.39665271462449,5.54063151695125,-10.7511242231442,7.94743792959196e-26,6.14038473519379e-24,47.6344001388698
"ENSG00000126785.13","ENSG00000126785.13","RHOJ","protein_coding",-0.927374454999704,3.74654057498967,-10.7412521297909,8.76382341352246e-26,6.65076821270649e-24,47.6103097747637
"ENSG00000146592.17","ENSG00000146592.17","CREB5","protein_coding",-1.16609066346659,2.59194225582177,-10.7248648360805,1.03066237718462e-25,7.75266964336005e-24,47.5153588135466
"ENSG00000127241.18","ENSG00000127241.18","MASP1","protein_coding",-2.14922465307674,-1.54507718124037,-10.7237368252804,1.0422231827137e-25,7.80524598457736e-24,47.4421507508826
"ENSG00000197769.6","ENSG00000197769.6","MAP1LC3C","protein_coding",-1.90689954659107,-1.49440060188176,-10.7206514300884,1.07450643262468e-25,8.01187656640455e-24,47.4016525584354
"ENSG00000154678.18","ENSG00000154678.18","PDE1C","protein_coding",-1.5682175498506,1.49002523392052,-10.7046130375845,1.25900060175563e-25,9.26613589438677e-24,47.3497429664776
"ENSG00000146966.13","ENSG00000146966.13","DENND2A","protein_coding",-1.06004379124068,2.1880228866187,-10.7033490401244,1.27481126224673e-25,9.34223274800986e-24,47.3297693383617
"ENSG00000180921.7","ENSG00000180921.7","FAM83H","protein_coding",1.1134411397919,7.00924708750561,10.7193219811826,1.08872087055886e-25,8.0825690716489e-24,47.321007377031
"ENSG00000113594.10","ENSG00000113594.10","LIFR","protein_coding",-1.39323232216348,5.03298760065202,-10.7140905197752,1.14649043340211e-25,8.47459919928182e-24,47.2709668300538
"ENSG00000138639.18","ENSG00000138639.18","ARHGAP24","protein_coding",-0.867824920760329,2.80282905780917,-10.6825287359475,1.56547955841397e-25,1.13747078552845e-23,47.1037050459349
"ENSG00000153993.13","ENSG00000153993.13","SEMA3D","protein_coding",-1.63808959195819,1.62020539230159,-10.6794679115453,1.61342635301109e-25,1.16734131261289e-23,47.1009425946728
"ENSG00000140945.17","ENSG00000140945.17","CDH13","protein_coding",-1.06071129811692,3.00418000451559,-10.6672640104789,1.81952126705919e-25,1.31089981582429e-23,46.9322124162366
"ENSG00000138039.15","ENSG00000138039.15","LHCGR","protein_coding",-2.08485833348912,-4.94158363537914,-10.6990012011399,1.3307155235602e-25,9.71024254905576e-24,46.9208832521417
"ENSG00000106809.11","ENSG00000106809.11","OGN","protein_coding",-2.05106433274852,3.40651620550425,-10.6648034047247,1.86413631004086e-25,1.33740031487175e-23,46.8366879735194
"ENSG00000254122.3","ENSG00000254122.3","PCDHGB7","protein_coding",-1.20522047335604,1.60271803295245,-10.6501317852145,2.15360691081371e-25,1.5258439005039e-23,46.8238046237842
"ENSG00000000005.6","ENSG00000000005.6","TNMD","protein_coding",-2.46409318582951,-1.78624233463489,-10.6582528654118,1.98827032443048e-25,1.42049020040378e-23,46.813404124677
"ENSG00000150907.10","ENSG00000150907.10","FOXO1","protein_coding",-0.897268486959673,4.55787641412203,-10.657234633885,2.00828901804134e-25,1.42881395762733e-23,46.7428717119933
"ENSG00000158966.16","ENSG00000158966.16","CACHD1","protein_coding",-1.15511650140686,3.77750250382044,-10.6432690289325,2.30390969901031e-25,1.62558917812401e-23,46.6413049451934
"ENSG00000168874.13","ENSG00000168874.13","ATOH8","protein_coding",-1.60189069072394,1.00470016689763,-10.6261972002809,2.72447696023662e-25,1.91442156773828e-23,46.5935541926
"ENSG00000188517.16","ENSG00000188517.16","COL25A1","protein_coding",-1.60849323896426,-0.477807780249089,-10.6243765672823,2.77359597166904e-25,1.94094882033807e-23,46.5255888839203
"ENSG00000135437.10","ENSG00000135437.10","RDH5","protein_coding",-1.67199366042993,-1.09306640180249,-10.6239193176356,2.78606956736669e-25,1.94171991276678e-23,46.4877914188721
"ENSG00000080200.10","ENSG00000080200.10","CRYBG3","protein_coding",-1.3621416640751,3.50515949452684,-10.6225001789488,2.82513865908607e-25,1.96094482129653e-23,46.4460826002841
"ENSG00000116711.10","ENSG00000116711.10","PLA2G4A","protein_coding",-1.3005769194747,2.00670263527902,-10.6103658446827,3.18217939299158e-25,2.19982644272596e-23,46.4269887748361
"ENSG00000111452.13","ENSG00000111452.13","ADGRD1","protein_coding",-1.45900662882936,1.26917082576262,-10.6077518895296,3.26476719785886e-25,2.24781854449355e-23,46.415839356568
"ENSG00000163710.9","ENSG00000163710.9","PCOLCE2","protein_coding",-2.2622675448183,1.23077132842886,-10.6039486173579,3.38874342365002e-25,2.31451175835296e-23,46.3658311823787
"ENSG00000186105.8","ENSG00000186105.8","LRRC70","protein_coding",-1.32767655318736,-1.68994101722637,-10.6056208360561,3.33366857105223e-25,2.28603979320148e-23,46.2522437419792
"ENSG00000118407.15","ENSG00000118407.15","FILIP1","protein_coding",-0.929428225256901,1.28736519939609,-10.5889852746165,3.92351876212868e-25,2.64798746495443e-23,46.2329583017701
"ENSG00000099953.10","ENSG00000099953.10","MMP11","protein_coding",2.46636056942228,7.53709835620294,10.6030283077233,3.41943814869343e-25,2.32617156928049e-23,46.2116769053768
